cases,developers,a_popularity_group,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,commit_hours_same,owned_repository_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
354,65,High,1,1,1,0,0,1,0,0,0,0,0
776,66,High,0,1,1,0,1,1,0,1,0,0,0
3375,67,High,1,1,0,0,0,1,1,1,1,1,1
695,69,High,1,1,1,0,0,1,1,0,0,1,0
2293,69,High,0,1,0,0,0,1,1,1,1,0,1
655,69,High,0,1,0,0,0,1,1,0,1,0,0
110,70,High,1,0,1,0,0,1,1,1,0,0,1
597,71,High,1,1,0,0,0,1,1,0,0,1,0
525,71,High,1,1,1,0,0,1,0,0,0,0,1
2194,71,High,1,1,0,0,0,1,1,1,0,1,0
851,72,High,0,1,1,0,0,1,0,0,0,1,1
134,73,High,1,1,1,0,1,1,0,0,0,1,0
2858,73,High,0,1,1,0,0,1,0,1,0,0,0
3554,330,High,1,1,1,0,0,1,1,0,1,1,1
391,75,High,0,0,0,0,0,1,1,1,0,0,0
1037,75,High,1,1,0,0,0,1,1,0,1,1,0
144,75,High,0,0,1,0,0,1,1,0,0,0,1
2884,76,High,0,1,1,0,0,1,0,1,0,0,1
161,77,High,1,0,1,0,0,1,1,0,0,0,1
2883,78,High,0,1,0,0,0,1,1,1,1,1,1
632,79,High,1,1,1,0,0,1,0,0,1,1,1
2580,79,High,1,1,1,0,0,1,0,1,0,0,1
128,79,High,1,0,1,0,0,1,0,0,0,1,1
163,80,High,0,0,0,0,0,1,0,0,0,1,0
353,81,High,0,1,1,0,0,1,1,0,1,0,1
331,84,High,0,1,0,0,0,1,0,0,1,1,0
258,86,High,1,1,1,0,1,1,1,0,0,1,1
3000,90,High,1,1,1,0,0,1,0,1,1,1,1
3198,90,High,1,1,0,0,0,1,1,1,1,1,0
215,92,High,0,0,0,0,0,1,0,0,1,1,0
2992,95,High,0,1,1,0,0,1,0,1,1,1,1
1475,351,High,1,1,1,1,1,1,1,1,1,1,1
3816,97,High,0,1,0,0,0,1,1,1,1,1,0
369,97,High,1,1,1,0,1,1,1,0,1,1,1
817,99,High,0,0,1,0,0,1,0,1,0,1,1
1277,99,High,1,1,1,0,0,1,1,0,1,0,1
254,101,High,1,0,0,0,0,1,0,1,1,1,0
1577,358,High,0,1,1,0,1,1,1,1,1,1,1
171,103,High,1,0,0,0,0,1,0,0,0,1,0
1807,103,High,1,1,0,0,0,1,1,0,1,0,0
234,103,High,1,0,0,0,0,1,0,1,0,1,0
297,104,High,0,0,1,0,0,1,0,1,1,1,1
13610,360,High,0,1,0,0,0,1,0,1,1,0,0
244,106,High,1,0,0,0,0,1,0,0,1,1,0
4138,106,High,1,1,0,0,0,1,1,1,0,0,0
654,107,High,0,0,0,0,0,1,1,1,1,0,0
1145,107,High,1,1,0,0,0,1,1,0,0,0,0
2987,109,High,1,1,0,0,0,1,0,1,0,1,0
318,110,High,0,0,1,0,0,1,1,1,1,0,1
844,110,High,0,1,1,0,0,1,1,0,0,0,1
4404,111,High,1,1,1,0,0,1,1,1,1,0,1
14187,367,High,0,1,1,0,0,1,1,1,0,1,1
734,113,High,0,0,0,0,0,1,0,1,0,1,0
4857,114,High,0,1,0,0,0,1,0,1,0,1,0
493,114,High,0,0,1,0,0,1,1,1,0,0,1
5870,118,High,0,1,1,0,0,1,0,1,0,1,1
1165,128,High,1,1,1,0,0,1,0,0,0,1,1
1677,384,High,1,1,1,0,1,1,1,1,1,1,1
2982,129,High,0,1,1,0,0,1,1,1,1,0,1
4781,130,High,0,1,0,0,0,1,1,1,0,0,0
6704,131,High,0,1,0,0,0,1,0,1,1,1,0
7326,131,High,1,1,0,0,0,1,1,1,1,0,0
5092,132,High,1,1,1,0,0,1,0,1,0,1,1
4821,134,High,1,1,0,0,0,1,0,1,1,1,0
14515,390,High,1,1,1,0,0,1,1,1,0,1,1
278,138,High,0,0,1,0,1,1,1,1,1,1,1
929,140,High,1,1,0,0,0,1,0,0,1,1,0
322,144,High,1,0,1,0,0,1,1,1,1,1,1
575,146,High,1,1,0,0,0,1,0,0,0,1,0
7641,150,High,1,1,1,0,0,1,1,1,0,0,1
324,153,High,1,1,1,1,1,1,1,1,0,1,1
700,154,High,0,1,0,0,0,1,0,0,0,0,0
7035,156,High,0,1,0,0,0,1,1,1,1,0,0
936,172,High,1,1,1,0,1,1,1,1,0,1,1
6515,174,High,0,1,1,0,0,1,1,1,0,0,1
1053,175,High,0,0,0,0,0,1,0,1,1,1,0
513,178,High,1,0,0,0,0,1,0,1,0,0,0
363,184,High,0,0,1,0,0,1,1,0,1,1,1
2525,184,High,1,1,1,0,0,1,1,0,0,0,1
1077,184,High,0,1,1,0,1,1,1,1,0,1,1
586,185,High,1,0,1,0,0,1,1,0,1,1,1
389,193,High,1,0,1,0,0,1,1,1,0,1,1
998,195,High,0,1,0,0,0,1,0,0,1,0,0
1227,206,High,0,1,1,0,0,1,1,0,1,1,1
439,207,High,0,0,0,0,0,1,0,0,0,0,0
552,211,High,0,0,1,0,0,1,1,0,0,1,1
557,239,High,1,0,0,0,0,1,0,0,1,0,0
5754,242,High,1,1,0,0,0,1,0,1,0,0,0
2801,503,High,0,0,0,0,0,1,0,1,1,0,0
9256,249,High,0,1,0,0,0,1,0,1,0,0,0
459,249,High,1,0,0,0,0,1,0,0,0,0,0
849,250,High,1,0,0,0,0,1,0,1,1,0,0
1880,253,High,1,1,0,0,0,1,0,0,1,0,0
1,1,Medium,0,1,1,0,1,0,0,0,1,1,0
1,1,Medium,1,0,1,0,1,0,0,0,1,1,0
1,1,Medium,1,1,1,0,0,0,0,1,0,1,0
5,1,Medium,0,0,0,0,0,0,1,1,1,0,0
1,1,Medium,1,1,1,0,1,0,0,0,0,0,0
1,1,Medium,0,0,0,0,0,0,0,1,1,0,1
1,1,Medium,0,0,0,0,0,0,1,1,0,0,0
1,1,Medium,1,1,0,0,0,0,1,1,1,0,1
2,1,Medium,0,1,0,0,0,0,1,1,1,0,1
1,1,Medium,0,1,0,0,0,0,1,1,1,0,0
1,1,Medium,1,1,1,0,0,0,0,1,1,1,1
1,1,Medium,1,1,0,0,0,0,0,0,1,0,1
1,1,Medium,0,1,0,0,0,0,0,0,0,0,1
1,1,Medium,1,1,0,0,0,0,0,1,0,1,1
1,1,Medium,1,0,0,0,0,0,0,0,0,1,0
1,1,Medium,1,1,1,0,0,0,1,1,0,0,1
1,1,Medium,1,1,1,0,1,0,0,0,0,1,0
1,1,Medium,0,0,0,0,0,0,1,1,1,0,1
1,1,Medium,0,0,1,0,1,0,0,0,1,0,0
1,1,Medium,0,1,1,0,1,0,1,0,1,1,1
1,1,Medium,0,1,0,0,0,0,1,1,0,1,0
1,1,Medium,0,1,0,0,0,0,0,0,1,1,0
1,1,Medium,1,1,0,0,0,0,1,0,1,1,1
1,1,Medium,1,0,1,0,1,0,1,0,1,0,0
1,1,Medium,0,1,1,0,0,0,1,0,0,0,1
1,1,Medium,0,0,1,0,0,0,1,1,1,1,1
2,1,Medium,1,0,1,0,0,0,1,1,1,0,1
1,1,Medium,1,1,0,0,0,0,1,0,0,0,1
1,1,Medium,0,1,1,0,0,0,1,0,0,0,0
1,1,Medium,1,1,0,0,0,0,0,1,0,1,0
1,1,Medium,0,1,0,0,0,0,1,1,0,1,1
1,1,Medium,1,1,1,0,1,0,1,0,1,0,1
1,1,Medium,0,1,1,0,1,0,1,0,0,0,0
1,1,Medium,1,1,1,0,0,0,1,0,1,0,0
1,1,Medium,0,1,0,0,0,0,0,1,1,1,0
1,1,Medium,1,1,0,0,0,0,0,0,0,1,1
1,1,Medium,0,1,1,0,1,0,1,1,1,0,0
1,1,Medium,0,0,0,0,0,0,1,1,1,1,1
1,1,Medium,0,0,1,0,0,0,1,1,1,0,0
1,1,Medium,0,1,1,0,1,0,1,0,0,1,1
1,1,Medium,1,1,1,1,0,1,1,0,1,0,1
1,1,Medium,1,0,1,0,0,0,1,1,1,1,1
1,1,Medium,1,1,1,0,0,0,0,0,0,0,1
1,1,Medium,0,1,0,0,0,0,1,1,1,1,0
1,1,Medium,1,1,1,0,0,0,0,0,1,1,1
2,1,Medium,1,0,0,0,0,0,1,1,0,0,0
1,1,Medium,0,0,1,0,0,0,0,1,0,1,1
1,1,Medium,0,0,1,0,0,0,0,0,0,0,1
1,1,Medium,0,0,1,0,0,0,0,1,0,0,1
1,1,Medium,1,0,1,0,1,0,0,0,0,1,0
1,1,Medium,1,1,1,0,1,0,0,1,0,1,0
1,1,Medium,1,0,0,0,0,0,1,1,0,1,0
1,1,Medium,0,0,0,0,0,0,0,0,1,1,0
8,1,Medium,1,0,0,0,0,0,0,0,0,0,0
1,1,Medium,1,0,0,0,0,0,1,1,1,1,1
1,1,Medium,0,0,0,0,0,0,1,0,1,1,0
1,1,Medium,1,1,0,0,0,0,1,1,1,1,0
1,1,Medium,0,0,0,0,0,0,1,1,0,1,0
1,1,Medium,1,0,1,0,1,0,1,0,0,1,0
1,1,Medium,1,1,0,0,0,0,1,1,0,1,0
1,1,Medium,0,0,0,0,0,0,0,0,0,1,0
3,1,Medium,1,1,0,1,0,1,0,0,1,0,0
2,1,Medium,0,1,1,0,1,0,1,1,0,1,1
3,1,Medium,1,0,0,0,0,0,0,1,1,1,0
1,1,Medium,1,1,1,0,0,0,1,1,1,0,0
1,1,Medium,1,1,1,1,0,1,0,0,0,0,0
1,1,Medium,1,0,0,1,0,1,1,0,0,1,1
1,1,Medium,0,1,1,0,1,0,1,1,0,0,1
1,1,Medium,0,1,1,0,0,0,0,1,1,1,1
1,1,Medium,0,1,1,0,0,0,1,0,1,1,1
1,1,Medium,1,1,1,0,0,0,0,0,0,1,1
1,1,Medium,1,1,1,0,1,0,1,1,0,0,0
1,1,Medium,0,1,0,0,0,0,0,1,0,0,1
1,1,Medium,1,1,1,0,0,0,0,0,1,1,0
2,1,Medium,1,0,0,0,0,0,0,1,0,1,0
1,1,Medium,0,0,0,0,0,0,0,0,1,0,1
4,1,Medium,1,0,1,0,0,0,0,1,0,1,0
1,1,Medium,0,1,1,0,0,0,1,0,0,1,0
1,1,Medium,1,1,0,0,0,0,1,0,0,1,0
1,1,Medium,1,0,1,0,0,0,0,0,1,0,1
1,1,Medium,1,1,0,0,0,0,1,0,1,0,1
1,1,Medium,0,1,1,0,1,0,1,0,1,0,0
1,1,Medium,0,0,1,0,0,0,1,1,1,0,1
1,1,Medium,1,1,1,0,1,0,1,0,1,1,0
1,1,Medium,0,0,0,0,0,0,1,1,0,1,1
1,1,Medium,0,0,0,0,0,0,0,1,0,1,1
1,1,Medium,1,1,1,0,1,0,1,0,0,0,1
19526,257,Medium,0,1,0,0,0,1,0,1,0,1,0
2,2,Medium,1,0,1,0,0,0,1,1,0,1,1
3,2,Medium,0,0,1,0,0,0,1,0,0,0,1
2,2,Medium,0,0,0,0,0,0,0,0,0,0,0
2,2,Medium,1,1,0,0,0,0,1,0,0,0,0
2,2,Medium,1,1,0,0,0,0,1,0,1,0,0
2,2,Medium,0,1,1,0,0,0,1,0,0,1,1
2,2,Medium,1,0,0,0,0,0,1,1,1,0,0
2,2,Medium,1,0,1,0,0,0,1,0,1,0,1
3,2,Medium,1,1,1,0,0,0,1,1,1,1,1
3,2,Medium,1,0,0,0,0,0,1,0,1,0,1
2,2,Medium,0,0,1,0,1,0,0,1,1,0,0
2,2,Medium,0,1,1,0,0,0,1,1,1,0,1
2,2,Medium,1,0,0,0,0,0,1,0,1,0,0
4,2,Medium,0,0,1,0,0,0,1,1,0,1,1
5,2,Medium,1,1,1,1,0,1,0,1,1,0,0
2,2,Medium,0,0,0,0,0,0,0,1,0,1,0
2,2,Medium,1,0,1,0,1,0,1,0,0,0,1
2,2,Medium,1,0,0,0,0,0,1,0,0,0,0
2,2,Medium,0,0,1,0,0,0,0,1,0,0,0
2,2,Medium,0,0,1,0,0,0,1,1,0,1,0
2,2,Medium,0,0,0,0,0,0,1,0,1,0,0
2,2,Medium,0,1,1,0,0,0,1,0,1,0,1
2,2,Medium,0,0,1,0,0,0,1,0,0,1,1
4,3,Medium,1,1,0,0,0,0,0,0,1,1,0
4,3,Medium,1,1,1,0,0,0,1,1,0,1,1
3,3,Medium,0,1,0,0,0,0,0,0,0,0,0
3,3,Medium,1,0,1,0,1,0,0,1,1,0,0
4,3,Medium,1,1,0,0,0,0,1,1,1,0,0
3,3,Medium,0,1,1,0,0,0,1,1,0,0,1
3,3,Medium,1,1,0,0,0,0,0,0,0,1,0
3,3,Medium,1,1,0,0,0,0,1,1,0,0,0
15,3,Medium,1,1,1,1,0,1,0,1,1,1,0
3,3,Medium,1,1,1,0,0,0,1,0,1,1,1
3,3,Medium,1,1,0,0,0,0,0,1,0,0,0
3,3,Medium,0,1,1,0,0,0,1,1,0,1,1
3,3,Medium,1,1,1,1,1,0,1,1,0,1,1
5,3,Medium,1,1,1,1,1,1,0,1,1,0,1
18,3,Medium,1,1,1,1,1,1,0,1,1,1,0
3,3,Medium,0,0,1,0,0,0,1,0,0,1,0
3,3,Medium,1,0,0,0,0,0,0,0,1,1,0
4,4,Medium,1,1,1,0,0,0,1,0,0,0,1
6,4,Medium,1,0,0,0,0,0,0,1,0,0,0
4,4,Medium,1,0,1,0,0,0,1,0,0,1,1
16,4,Medium,1,1,1,1,1,1,0,1,1,0,0
4756,260,Medium,0,0,1,0,0,1,0,1,0,1,1
554,260,Medium,1,0,0,0,0,1,0,0,0,1,0
5,5,Medium,1,1,1,0,0,0,1,0,0,1,1
64,5,Medium,1,1,1,1,0,1,0,1,0,1,0
7,5,Medium,1,0,1,0,0,0,1,0,0,0,1
11,5,Medium,1,1,1,1,1,1,1,1,1,0,1
6,5,Medium,0,1,0,0,0,0,0,0,1,0,0
4651,517,Medium,1,1,0,0,0,1,0,0,0,0,0
8,6,Medium,1,1,1,1,1,1,1,1,1,0,0
8,6,Medium,0,0,0,0,0,0,0,1,0,0,0
9,6,Medium,1,1,0,1,0,1,0,1,1,0,1
10,6,Medium,1,1,0,1,0,1,0,1,1,1,1
7,6,Medium,1,1,0,0,0,0,0,1,1,0,0
9,6,Medium,1,1,1,1,1,0,1,1,1,1,1
11,6,Medium,1,1,1,1,0,1,1,1,1,0,0
8,6,Medium,0,1,0,0,0,0,0,1,0,0,0
18,6,Medium,1,1,1,1,0,1,1,1,1,1,0
28896,262,Medium,0,1,0,0,0,1,1,1,0,0,0
13,7,Medium,0,1,0,0,0,0,0,1,1,0,0
10,7,Medium,1,1,1,1,0,1,0,1,1,0,1
13,7,Medium,1,1,1,0,1,0,1,1,1,1,1
8,7,Medium,1,1,1,0,1,0,1,1,0,1,1
11,7,Medium,1,1,0,0,0,0,0,0,0,0,0
501,263,Medium,1,0,0,0,0,1,0,0,1,1,0
34,9,Medium,1,1,1,1,0,1,0,1,1,1,1
11,9,Medium,1,0,0,0,0,0,0,0,1,0,0
122,9,Medium,1,1,1,1,0,1,0,1,0,0,0
11,9,Medium,0,1,1,0,1,0,1,1,1,1,1
15,9,Medium,1,1,0,0,0,0,0,0,1,0,0
18,9,Medium,1,1,1,1,1,1,1,1,1,1,0
24471,265,Medium,1,1,0,0,0,1,0,1,1,1,0
68,10,Medium,1,1,1,1,1,1,0,1,0,1,0
73,10,Medium,1,1,0,1,0,1,0,1,0,1,1
22,10,Medium,1,1,0,1,0,1,1,1,1,0,1
77,10,Medium,1,1,0,1,0,1,0,1,1,1,0
16,10,Medium,1,0,0,0,0,0,0,1,1,0,0
1540,266,Medium,1,0,0,0,0,1,0,1,1,1,0
14081,266,Medium,1,1,0,0,0,1,0,1,0,1,0
92,11,Medium,1,1,1,1,1,1,0,1,0,0,0
26,11,Medium,1,1,1,1,1,1,0,1,0,0,1
12,11,Medium,0,0,0,0,0,0,0,0,1,0,0
4912,267,Medium,1,1,0,0,0,1,1,0,0,0,0
1784,267,Medium,0,0,1,0,0,1,0,1,1,1,1
33,12,Medium,1,1,0,1,0,1,1,1,1,1,1
46,12,Medium,1,1,0,1,0,1,0,1,0,0,1
49,13,Medium,1,1,1,1,0,1,0,1,0,0,1
33,13,Medium,0,0,0,0,0,0,0,1,1,0,0
44509,269,Medium,1,1,0,0,0,1,1,1,1,0,0
107,15,Medium,1,1,0,1,0,1,0,1,1,0,0
54,15,Medium,1,1,1,1,1,1,1,1,0,0,0
67,16,Medium,1,1,0,1,0,1,1,1,0,0,1
46,16,Medium,1,1,1,1,0,1,1,1,1,0,1
74,17,Medium,1,1,0,1,0,1,1,1,1,1,0
205,17,Medium,1,1,0,1,0,1,0,1,0,1,0
78,18,Medium,1,1,1,1,0,1,1,1,0,0,0
61,18,Medium,1,1,1,1,1,1,1,1,0,1,0
104,19,Medium,1,1,0,1,0,1,1,1,1,0,0
170,20,Medium,1,1,1,1,0,1,0,1,0,1,1
179,20,Medium,1,1,0,1,0,1,1,1,0,1,1
11641,276,Medium,1,1,0,0,0,1,1,0,1,0,0
66,21,Medium,1,1,1,1,1,1,1,1,0,0,1
660,22,Medium,1,1,0,1,0,1,0,1,0,0,0
73,23,Medium,1,1,1,1,0,1,1,1,0,1,0
2982,279,Medium,1,1,0,0,0,1,0,0,1,1,0
5560,280,Medium,1,1,1,0,0,1,1,0,1,0,1
35,25,Medium,0,0,1,0,1,1,1,0,1,1,0
218,26,Medium,1,1,1,1,0,1,1,1,1,1,1
212,27,Medium,1,1,1,1,0,1,1,1,0,0,1
86,27,Medium,1,0,1,0,1,1,1,1,1,0,0
38,27,Medium,1,0,1,0,1,1,1,0,1,0,0
599,283,Medium,0,0,0,0,0,1,0,0,1,1,0
30138,284,Medium,1,1,1,0,0,1,0,1,0,1,1
52,29,Medium,1,0,1,0,0,1,1,0,1,0,0
71,30,Medium,1,0,1,0,1,1,1,1,1,1,0
129,30,Medium,1,1,0,1,0,1,1,1,0,1,0
2463,287,Medium,1,1,0,0,0,1,0,0,0,1,0
75,32,Medium,1,1,1,1,1,1,0,1,0,1,1
74,32,Medium,1,0,1,0,1,1,0,1,0,0,1
48,32,Medium,1,0,1,0,1,1,1,0,0,0,1
53,33,Medium,1,0,1,0,0,1,1,0,1,1,0
317,33,Medium,1,1,0,1,0,1,1,1,0,0,0
196,34,Medium,1,0,1,0,0,1,1,1,1,0,0
210,34,Medium,1,0,1,0,0,1,1,1,1,1,0
56,34,Medium,0,0,1,0,1,1,1,0,1,0,0
52,35,Medium,0,0,1,0,1,1,0,0,0,0,1
67,35,Medium,1,0,1,0,1,1,0,1,1,0,1
194,35,Medium,1,0,0,0,0,1,0,1,0,0,1
51,36,Medium,0,0,1,0,0,1,1,0,1,1,0
48,36,Medium,1,0,1,0,1,1,1,0,1,1,0
104,36,Medium,1,0,1,0,1,1,1,1,0,1,0
4260,292,Medium,0,1,1,0,0,1,1,0,0,0,1
3153,292,Medium,0,0,0,0,0,1,1,1,1,0,0
1311,548,Medium,1,0,0,0,0,1,0,0,1,0,0
31842,293,Medium,0,1,1,0,0,1,0,1,0,1,1
128,38,Medium,0,1,1,0,1,1,0,0,1,0,1
14972,294,Medium,0,1,1,0,0,1,1,1,1,0,1
115,39,Medium,1,0,0,0,0,1,0,0,0,1,1
194,39,Medium,0,0,1,0,1,1,0,1,0,0,1
56,40,Medium,1,0,1,0,1,1,0,0,0,0,1
93,40,Medium,0,0,1,0,0,1,1,0,1,0,0
69,40,Medium,0,0,1,0,1,1,1,0,0,0,1
59,40,Medium,0,0,1,0,1,1,0,0,1,0,1
142,41,Medium,0,1,1,0,1,1,0,0,0,0,1
50,41,Medium,1,0,1,0,1,1,0,0,1,1,0
118,41,Medium,0,0,0,0,0,1,1,0,0,0,1
83,41,Medium,0,0,1,0,1,1,0,0,0,1,1
77,41,Medium,0,0,1,0,1,1,1,0,0,0,0
161,42,Medium,1,0,0,0,0,1,1,1,0,0,1
162,42,Medium,1,0,1,0,0,1,0,1,1,0,0
155,43,Medium,0,0,0,0,0,1,0,0,0,1,1
50,43,Medium,1,0,1,0,1,1,0,0,1,0,1
122,43,Medium,0,0,0,0,0,1,0,0,0,0,1
307,43,Medium,1,0,0,0,0,1,0,1,0,1,1
555,299,Medium,1,1,1,1,1,1,1,1,0,1,1
7320,555,Medium,1,1,0,0,0,1,0,0,1,0,0
88,44,Medium,1,0,1,0,1,1,1,0,0,0,0
67,44,Medium,1,0,0,0,0,1,0,0,0,0,1
149,44,Medium,0,0,1,0,0,1,1,0,0,0,0
124,44,Medium,0,0,1,0,1,1,1,1,1,1,0
101,45,Medium,1,0,1,0,1,1,1,1,0,0,1
117,45,Medium,1,0,1,0,1,1,1,1,0,0,0
94,45,Medium,1,0,0,0,0,1,0,0,1,0,1
86,45,Medium,1,0,0,0,0,1,1,0,0,0,1
238,46,Medium,1,0,1,0,0,1,0,1,1,1,0
64,47,Medium,1,0,1,0,0,1,0,0,1,0,0
99,47,Medium,0,0,1,0,0,1,0,0,1,1,0
259,48,Medium,0,1,0,0,0,1,0,0,0,0,1
441,48,Medium,0,1,0,0,0,1,0,0,0,1,1
649,48,Medium,0,1,1,0,0,1,1,0,1,0,0
231,48,Medium,0,1,1,0,1,1,0,0,0,1,1
989,48,Medium,1,1,1,1,0,1,1,1,0,1,1
234,48,Medium,1,1,1,0,1,1,0,0,1,0,1
325,48,Medium,0,0,1,0,0,1,1,1,1,1,0
87,48,Medium,0,0,1,0,1,1,1,0,0,1,0
145,49,Medium,1,0,1,0,1,1,0,1,0,1,1
355,49,Medium,0,1,1,0,0,1,1,0,1,1,0
407,49,Medium,0,0,1,0,0,1,1,1,1,0,0
189,49,Medium,0,0,1,0,1,1,1,1,0,1,0
83,50,Medium,1,0,1,0,1,1,0,0,0,1,1
122,50,Medium,1,0,1,0,1,1,0,1,1,1,0
432,50,Medium,1,0,1,0,0,1,1,1,0,0,0
66,50,Medium,1,0,1,0,1,1,1,0,0,1,0
149,50,Medium,0,1,1,0,1,1,1,0,1,1,0
575,51,Medium,0,0,0,0,0,1,0,1,0,0,1
402,52,Medium,0,1,1,0,0,1,0,0,1,1,0
72,52,Medium,1,0,1,0,1,1,1,0,1,0,1
84,53,Medium,1,0,1,0,1,1,0,0,1,1,1
205,53,Medium,0,0,1,0,1,1,1,1,0,0,1
86,53,Medium,1,0,1,0,0,1,0,0,1,1,0
140,54,Medium,0,0,1,0,0,1,0,0,1,0,0
147,54,Medium,0,0,1,0,0,1,1,0,0,1,0
7393,566,Medium,0,0,1,0,0,1,1,1,0,1,1
246,55,Medium,1,1,1,0,1,1,0,0,0,0,1
314,56,Medium,0,1,1,0,1,1,1,0,1,0,0
3956,568,Medium,1,0,0,0,0,1,0,1,1,0,0
56400,824,Medium,0,1,0,0,0,1,0,1,1,0,0
120,57,Medium,1,0,1,0,1,1,1,1,1,0,1
552,57,Medium,0,1,1,0,0,1,0,0,1,0,0
280,59,Medium,0,0,1,0,1,1,1,1,0,0,0
95,59,Medium,0,0,1,0,1,1,1,0,1,0,1
52840,571,Medium,1,1,0,0,0,1,0,1,1,0,0
532,60,Medium,1,0,1,0,0,1,1,1,0,1,0
78,60,Medium,1,0,1,0,1,1,0,0,1,0,0
115,60,Medium,0,0,0,0,0,1,0,0,1,0,1
36042,572,Medium,0,1,0,0,0,1,0,1,0,0,0
970,61,Medium,1,1,1,0,0,1,1,0,1,1,0
110,61,Medium,0,0,1,0,1,1,0,0,0,1,0
637,62,Medium,1,1,1,0,1,1,1,0,1,0,0
167,62,Medium,0,0,0,0,0,1,1,0,0,1,1
324,62,Medium,1,0,0,0,0,1,0,1,1,0,1
95,62,Medium,0,0,1,0,1,1,0,0,1,1,0
184,62,Medium,0,1,1,0,1,1,0,0,1,1,0
129,62,Medium,1,0,0,0,0,1,0,0,1,1,1
256,63,Medium,0,0,1,0,0,1,0,0,0,1,0
300,63,Medium,0,1,1,0,1,1,1,0,0,0,1
407,64,Medium,0,1,0,0,0,1,0,0,1,0,1
200,65,Medium,0,0,1,0,1,1,1,1,1,0,0
1655,65,Medium,1,1,1,0,1,1,0,1,0,0,1
145,65,Medium,1,0,1,0,0,1,1,0,0,1,0
658,66,Medium,1,1,0,0,0,1,0,0,0,0,1
10586,66,Medium,1,1,1,0,0,1,1,1,1,0,0
157,66,Medium,1,0,1,0,1,1,0,1,1,0,0
343,66,Medium,0,0,1,0,1,1,0,1,0,1,1
564,66,Medium,1,1,1,0,0,1,0,0,1,0,0
312,67,Medium,1,0,0,0,0,1,1,1,0,1,1
9736,67,Medium,0,1,1,0,0,1,1,1,1,0,0
896,67,Medium,0,0,1,0,0,1,1,1,0,0,0
3965,323,Medium,0,0,0,0,0,1,0,1,0,1,0
160,68,Medium,1,0,1,0,0,1,1,0,0,0,0
1469,68,Medium,0,1,1,0,1,1,0,1,0,0,1
355,68,Medium,1,0,0,0,0,1,1,1,1,0,1
383,68,Medium,1,1,1,0,1,1,1,0,1,1,0
241,68,Medium,1,0,0,0,0,1,1,0,0,1,1
861,69,Medium,1,1,0,0,0,1,0,0,0,1,1
205,69,Medium,1,0,1,0,0,1,0,1,1,0,1
194,69,Medium,0,0,0,0,0,1,1,0,1,0,1
6820,69,Medium,1,1,1,0,0,1,1,1,1,1,0
156,69,Medium,0,0,1,0,1,1,1,0,0,1,1
283,69,Medium,0,1,1,0,1,1,0,0,1,0,0
122,69,Medium,0,0,1,0,1,1,0,0,1,1,1
661,69,Medium,0,0,1,0,0,1,1,1,0,1,0
28335,325,Medium,0,1,0,0,0,1,0,1,1,1,0
432,70,Medium,0,0,0,0,0,1,1,1,0,0,1
653,70,Medium,0,1,0,0,0,1,1,0,0,0,1
1649,70,Medium,1,1,1,0,1,1,0,1,1,0,1
180,70,Medium,1,0,1,0,1,1,0,1,0,1,0
514,71,Medium,0,1,0,0,0,1,0,0,1,1,1
474,71,Medium,0,0,0,0,0,1,1,1,0,1,1
202,71,Medium,0,0,0,0,0,1,1,0,1,1,1
272,72,Medium,0,0,1,0,0,1,0,0,0,0,0
165,72,Medium,1,0,1,0,1,1,0,1,1,1,1
115,72,Medium,1,0,1,0,1,1,0,0,0,1,0
223,72,Medium,0,1,1,0,1,1,0,0,1,1,1
6338,328,Medium,1,1,1,0,0,1,0,0,0,1,1
1422,73,Medium,0,1,1,0,1,1,0,1,1,0,1
282,73,Medium,0,1,1,0,1,1,1,0,0,1,0
3512,73,Medium,1,1,1,0,1,1,1,1,1,0,0
546,74,Medium,1,0,0,0,0,1,0,1,1,1,1
336,74,Medium,0,1,1,0,1,1,1,0,1,0,1
547,74,Medium,1,1,1,0,0,1,0,0,1,1,0
6666,75,Medium,1,1,1,0,0,1,0,1,1,0,0
166,75,Medium,1,0,0,0,0,1,1,0,1,0,1
1713,75,Medium,1,1,1,0,0,1,1,0,1,0,0
199,75,Medium,0,0,1,0,1,1,0,1,1,0,1
947,75,Medium,0,1,0,0,0,1,1,0,0,1,1
324,76,Medium,0,1,1,0,1,1,1,0,0,0,0
258,76,Medium,1,1,1,0,1,1,0,0,1,1,0
909,77,Medium,1,1,0,0,0,1,0,0,1,0,1
420,78,Medium,1,0,1,0,0,1,0,1,0,0,0
365,78,Medium,1,1,1,0,1,1,0,0,1,1,1
131,78,Medium,0,0,1,0,1,1,0,0,1,0,0
970,78,Medium,0,0,0,0,0,1,0,1,0,1,1
393,79,Medium,0,0,1,0,0,1,0,1,1,1,0
48307,335,Medium,0,1,0,0,0,1,1,1,1,0,0
3359,80,Medium,0,1,1,0,1,1,1,1,1,0,0
196,80,Medium,1,0,1,0,1,1,1,1,0,1,1
1154,80,Medium,1,1,0,0,0,1,0,0,1,1,1
1991,80,Medium,1,1,1,0,1,1,1,1,1,1,0
2648,81,Medium,1,1,1,0,1,1,0,1,1,0,0
822,82,Medium,0,1,1,0,0,1,0,0,1,0,1
